Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Power,Processor Family,Processor,Proc. Frequency,System Family,System Model,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
380,Food Industry,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",France,2008,1600,9929.9,17024,0,0,0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
381,Food Industry,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",France,2008,1600,9929.9,17024,0,0,0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Retail,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
382,Financial DCCoD (A),IBM,"xSeries x3550 Cluster Xeon, 3 GHz, GigEthernet",United Kingdom,2007,1700,9914.07,20400,0,0,158.1,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,xSeries x3550 Cluster Xeon dual core,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
383,Government Classified,Hewlett-Packard,"Cluster Platform 6000 rx1620, Itanium2 1.6 GHz, Quadrics",United States,2007,2048,9892,13107,399760,0,0,Intel IA-64,Intel IA-64 Itanium2 Fanwood,1600,HP Cluster Platform 6000,Integrity rx1620 Itanium2 Cluster,Linux,Cluster,Government,Defense,Quadrics,Quadrics,North America,Americas
384,Financial Institution,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet",Sweden,2007,1848,9884.1,17223.4,0,0,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
385,Financial Institution (P),IBM,"BladeCenter LS21, Opteron Dual Core 2.8 GHz, GigEthernet",France,2007,4000,9850,22400,0,0,285.72,AMD x86_64,AMD x86_64 Opteron Dual Core,2800,IBM Cluster,BladeCenter LS21 CLuster,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
386,Financial DCCoD (B),IBM,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet",United Kingdom,2007,4000,9850,17600,0,0,246,AMD x86_64,AMD x86_64 Opteron Dual Core,2200,IBM Cluster,BladeCenter LS20 CLuster,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
387,Financial Services (M),IBM,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet",United Kingdom,2007,4000,9850,17600,0,0,246,AMD x86_64,AMD x86_64 Opteron Dual Core,2200,IBM Cluster,BladeCenter LS20 CLuster,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
388,Geoscience (H),IBM,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet",India,2007,4000,9850,17600,0,0,246,AMD x86_64,AMD x86_64 Opteron Dual Core,2200,IBM Cluster,BladeCenter LS20 CLuster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,South-central Asia,Asia
389,Industry Classified,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet",China,2008,1584,9840,16853,0,0,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
390,NCSA,Dell,"PowerEdge 1750, P4 Xeon 3.06 GHz, Myrinet",United States,2003,2500,9819,15300,630000,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060,Dell PowerEdge Cluster,PowerEdge 1750,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
391,Logistic Services (E),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 52xx 2.6 GHz, GigEthernet",United States,2008,1566,9743.1,16599.4,0,0,0,Intel EM64T,Intel EM64T Xeon 52xx (Wolfdale),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
392,Logistic Services (E),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 52xx 2.6 GHz, GigEthernet",United States,2008,1566,9743.1,16599.4,0,0,0,Intel EM64T,Intel EM64T Xeon 52xx (Wolfdale),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Service,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
393,Food Industry,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet",United Kingdom,2007,1560,9732.3,16642.1,0,0,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Retail,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
394,Semiconductor Company (Q),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",United States,2008,1368,9719.7,16416,0,0,152.38,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
395,University Health Network - University of Toronto,IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, Infiniband",Canada,2008,1344,9693.28,12542.2,0,0,54.02,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Academic,Medicine,Infiniband,Infiniband,North America,Americas
396,Hewlett-Packard,Hewlett-Packard,"Cluster Platform 3000 BL2x220, Xeon 54xx 3 Ghz, Infiniband",United States,2008,1024,9669,12288,448694,0,42.6,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,Cluster,Vendor,Hardware,Infiniband,Infiniband SDR,North America,Americas
397,Financial Institution (S2),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet",Spain,2008,1552,9662,16513.3,0,0,0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Southern Europe,Europe
398,Semiconductor Company (P),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet",United States,2007,1536,9630.3,16386,0,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Hardware,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
399,Semiconductor Company (P),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet",United States,2007,1536,9630.3,16386,0,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Hardware,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
400,Telecommunication Company,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet",China,2008,1792,9620,16701.4,0,0,0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Telecomm,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
401,BMW Sauber F1,DALCO AG Switzerland,"Dalco Cluster, Intel Xeon 3.0 Ghz, Quadrics",Switzerland,2006,1024,9604,12288,492000,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,Dalco Cluster,DALCO CL1024w,SUSE Linux,Cluster,Industry,CFD,Quadrics,Quadrics,Western Europe,Europe
402,Universitaet Freiburg,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Germany,2008,1120,9591.67,12678.4,0,0,45.01,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Western Europe,Europe
403,Universitaet Heidelberg,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Germany,2008,1120,9591.67,12678.4,0,0,45.01,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Western Europe,Europe
404,Universitaet Karlsruhe,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Germany,2008,1120,9591.67,12678.4,0,0,45.01,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Western Europe,Europe
405,Universitaet Mannheim,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Germany,2008,1120,9591.67,12678.4,0,0,45.01,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Academic,Research,Infiniband,Infiniband,Western Europe,Europe
406,Universitaet Tuebingen,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",Germany,2008,1120,9591.67,12678.4,0,0,45.01,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Western Europe,Europe
407,Pacific Northwest National Laboratory,IBM,"Spray Cooled xSeries x3550 Cluster Xeon quad core 2.33 GHz, Infiniband",United States,2008,1536,9588,14316,603500,0,89.09,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,xSeries x3550 Cluster Xeon quad core,Linux,Cluster,Research,Hardware,Infiniband,Infiniband,North America,Americas
408,Texas Instruments,IBM,"xSeries x3550 Cluster Xeon, 3 GHz, GigEthernet",France,2007,1612,9577.59,19344,0,0,149.92,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,IBM Cluster,xSeries x3550 Cluster Xeon dual core,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
409,Manufacturing Company (I),SGI,"SGI Altix ICE 8200, 3.0 GHz",United States,2007,1024,9576,12288,0,0,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),3000,SGI Altix,SGI Altix ICE 8200,SLES10 + SGI ProPack 5,MPP,Industry,Automotive,Infiniband,Infiniband,North America,Americas
410,Logistic Services (D),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet",Germany,2007,1336,9543.9,16032,0,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
411,Harvard University,IBM,eServer Blue Gene Solution,United States,2006,4096,9433,11468.8,331775,0,44.8,Power,PowerPC 440,700,IBM BlueGene,BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,North America,Americas
412,High Energy Accelerator Research Organization /KEK,IBM,eServer Blue Gene Solution,Japan,2006,4096,9433,11468.8,331775,0,44.8,Power,PowerPC 440,700,IBM BlueGene,BlueGene/L,CNK/SLES 9,MPP,Research,Not Specified,Proprietary,Proprietary,Eastern Asia,Asia
413,IBM - Almaden Research Center,IBM,eServer Blue Gene Solution,United States,2005,4096,9433,11468.8,331775,0,44.8,Power,PowerPC 440,700,IBM BlueGene,BlueGene/L,CNK/SLES 9,MPP,Research,Not Specified,Proprietary,Proprietary,North America,Americas
414,IBM Research,IBM,eServer Blue Gene Solution,Switzerland,2005,4096,9433,11468.8,331775,0,44.8,Power,PowerPC 440,700,IBM BlueGene,BlueGene/L,CNK/SLES 9,MPP,Research,Research,Proprietary,Proprietary,Western Europe,Europe
415,IBM Thomas J. Watson Research Center,IBM,eServer Blue Gene Solution,United States,2005,4096,9433,11468.8,331775,0,44.8,Power,PowerPC 440,700,IBM BlueGene,BlueGene/L,CNK/SLES 9,MPP,Research,Not Specified,Proprietary,Proprietary,North America,Americas
416,Renaissance Computing Institute (RENCI),IBM,eServer Blue Gene Solution,United States,2007,4096,9433,11468.8,331775,0,44.8,Power,PowerPC 440,700,IBM BlueGene,BlueGene/L,CNK/SLES 9,MPP,Academic,Not Specified,Proprietary,Proprietary,North America,Americas
417,University of Canterbury,IBM,eServer Blue Gene Solution,New Zealand,2007,4096,9433,11468.8,331775,0,44.8,Power,PowerPC 440,700,IBM BlueGene,BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,Australia and New Zealand,Oceania
418,Computacenter,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet",United Kingdom,2007,1744,9392,16254.1,0,0,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
419,Financial Institution,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",Sweden,2008,1312,9355.3,15744,0,0,146.14,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
420,Semiconductor Company (O),Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",United Kingdom,2008,1312,9355.3,15744,0,0,146.14,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
421,Computacenter,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet",United Kingdom,2007,1304,9334.3,15648,0,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Information Service,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
422,"Computational Research Laboratories, TATA SONS",Hewlett-Packard,"Cluster Platform 3000 BL480c, Xeon 53xx 2.66GHz, Infiniband",India,2007,1440,9303,15362,575000,0,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Industry,Not Specified,Infiniband,Infiniband DDR,South-central Asia,Asia
423,Financial Institution (M),Hewlett-Packard,"Cluster Platform 4000 BL465c, Opteron DC 2.6GHz, GigEthernet",United States,2008,3312,9294.7,17222.4,0,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600,HP Cluster Platform 4000BL,Cluster Platform 4000 BL465c,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
424,Digital Media Company (G),IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.66 GHz, GigEthernet",India,2008,2400,9287,25603.2,0,0,111.96,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Digital Media,Gigabit Ethernet,Gigabit Ethernet,South-central Asia,Asia
425,Financial Institution (),IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, GigEthernet",France,2008,2672,9287,24935.1,0,0,107.39,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
426,Banking B,IBM,"xSeries x3550 Cluster Xeon quad core, 2.333 GHz, GigEthernet",Switzerland,2008,2368,9287,22098.2,0,0,137.34,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,xSeries x3550 Cluster Xeon quad core,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
427,Semiconductor Company (C),IBM,"xSeries x3550 Cluster Xeon quad core, 2.333 GHz, GigEthernet",United States,2008,2368,9287,22098.2,0,0,137.34,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,xSeries x3550 Cluster Xeon quad core,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
428,Bear Stearns,IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, GigEthernet",United States,2008,2352,9287,21948.9,0,0,94.53,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
429,Financial Institution (U1),IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.66 GHz, GigEthernet",United States,2008,1960,9287,20909.3,0,0,91.43,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
430,Financial Institution (U1),IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.66 GHz, GigEthernet",United States,2008,1960,9287,20909.3,0,0,91.43,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
431,Scientific Supercomputing Center Karlsruhe,IBM,"xSeries x3550 Cluster Xeon QC HT, 2.66 GHz, GigEthernet",Germany,2008,1920,9287,20474.9,0,0,74.19,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,IBM Cluster,xSeries x3550 Cluster Xeon quad core,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
432,CNPC Sichuan Geophysical Company,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",China,2008,1600,9287,19200,0,0,74.64,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
433,CNPC Sichuan Geophysical Company,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",China,2008,1600,9287,19200,0,0,74.64,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
434,CNPC Sichuan Geophysical Company,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",China,2008,1600,9287,19200,0,0,74.64,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
435,CNPC Sichuan Geophysical Company,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",China,2008,1600,9287,19200,0,0,74.64,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
436,Petroleum Company,IBM,"xSeries x3550 Cluster Xeon quad core, 2.333 GHz, GigEthernet",United Kingdom,2008,2048,9287,19111.9,0,0,118.78,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,xSeries x3550 Cluster Xeon quad core,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
437,Financial Institution (P),IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",France,2008,1680,9287,19017.6,0,0,67.52,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
438,Gaming,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",France,2008,1576,9287,18912,0,0,73.52,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Gaming,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
439,Gaming,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",France,2008,1576,9287,18912,0,0,73.52,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Gaming,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
440,Gaming,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",France,2008,1576,9287,18912,0,0,73.52,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Gaming,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
441,Research,IBM,"xSeries x3550 Cluster Xeon quad core, 2.333 GHz, GigEthernet",France,2008,2024,9287,18888,0,0,117.39,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,xSeries x3550 Cluster Xeon quad core,Linux,Cluster,Research,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
442,Financial Institution (),IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.8 GHz, GigEthernet",China,2008,1600,9287,17920,0,0,64.3,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2800,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
443,Finance L,IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, GigEthernet",United Kingdom,2007,1904,9287,17768.1,0,0,76.52,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
444,Financial Institution (),IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, GigEthernet",United States,2008,1896,9287,17693.5,0,0,76.2,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
445,Geoscience (Q),IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",France,2008,1560,9287,17659.2,0,0,62.7,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
446,Geoscience (Q),IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",France,2008,1560,9287,17659.2,0,0,62.7,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
447,Cenaero,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.5 GHz, GigEthernet",Belgium,2008,1736,9287,17360,0,0,67.08,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2500,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Research,Research,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
448,Data Processing,IBM,"xSeries x3550 Cluster Xeon quad core, 2.333 GHz, GigEthernet",United States,2008,1840,9287,17170.9,0,0,106.72,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,xSeries x3550 Cluster Xeon quad core,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
449,Data Processing,IBM,"xSeries x3550 Cluster Xeon quad core, 2.333 GHz, GigEthernet",United States,2008,1840,9287,17170.9,0,0,106.72,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,xSeries x3550 Cluster Xeon quad core,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
450,Financial Institution (),IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, GigEthernet",United States,2008,1784,9287,16648,0,0,71.7,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
451,Financial Institution (),IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, GigEthernet",United States,2008,1784,9287,16648,0,0,71.7,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
452,Financial Institution (),IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, GigEthernet",United States,2008,1784,9287,16648,0,0,71.7,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
453,Financial Institution (),IBM,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, GigEthernet",United States,2008,1784,9287,16648,0,0,71.7,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,"BladeCenter HS21 Cluster, Xeon quad core",Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
454,Data Processing,IBM,"xSeries x3550 Cluster Xeon quad core, 2.333 GHz, GigEthernet",United States,2008,1704,9287,15901.7,0,0,98.83,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,IBM Cluster,xSeries x3550 Cluster Xeon quad core,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
