Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Effeciency [GFlops/Watts],Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Site ID,System ID
373,266,39,31,Avoca,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",Victorian Life Sciences Computation Initiative,IBM,Australia,2012,Research,65536,,715.551,838.861,,,,328.75,Submitted,2.177,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Australia and New Zealand,Oceania,50404,177729
374,268,48,199,,"Cluster Platform 3000 BL460c Gen9, Xeon E5-2660v3 10C 2.6GHz, Infiniband FDR",Volvo Personvagnar AB,HPE,Sweden,2016,Industry,20360,,712.357,846.976,,,,,,,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c Gen9,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,Northern Europe,Europe,50699,179029
375,269,49,269,,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Web Company (F),HPE,United States,2017,Industry,31360,,710.118,1204.224,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50343,179157
376,270,42,49,,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x",Max-Planck-Gesellschaft MPI/IPP,Lenovo/IBM,Germany,2013,Research,15840,9240,709.7,1013.1,1048320,,,269.94,Submitted,2.629,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,NVIDIA Tesla K20x,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,Western Europe,Europe,48331,178199
377,272,48,202,Owens,"Dell PowerEdge C6320/R730, Xeon E5-2680v4 14C 2.4GHz, Infiniband EDR",Ohio Supercomputer Center,Dell EMC,United States,2016,Academic,22372,,705.969,859.085,3459830,,,323.5,Submitted,2.182,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,RHEL 7.2,Linux,None,14,Intel Xeon E5 (Broadwell),Dell PowerEdge C6320/R730,Dell PowerEdge Cluster,Infiniband,Infiniband EDR,North America,Americas,48558,178935
378,273,40,136,Tide,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",National Centers for Environment Prediction,IBM,United States,2012,Research,37312,,705.902,776.09,,,,775.04,Submitted,0.911,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas,48440,177838
379,274,40,135,Gyre,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",National Centers for Environment Prediction,IBM,United States,2012,Research,37312,,705.902,776.09,,,,775.04,Submitted,0.911,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas,48440,177839
380,,50,380,Internet Company N C1,"Lenovo RD450, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Network Company,Lenovo,China,2017,Industry,37152,,705.662,1307.75,4451328,,,,,,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,12,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50177,179259
381,,50,381,,"Cluster Platform DL360, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Information Technology Company (P),HPE,China,2017,Industry,35344,,705.3,1187.558,,,,,,,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,8,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia,50747,179270
382,,50,382,AMSS,"Lenovo SD530, Xeon Gold 6140 18C 2.3GHz, Infiniband EDR",Academy of Mathematics and System Science,Lenovo,China,2017,Academic,14688,,702.782,1081.036,2798784,,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,18,Xeon Gold,ThinkSystem SD530,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Eastern Asia,Asia,49460,179250
383,,50,383,,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Services Company (S),HPE,United States,2017,Industry,30940,,700.608,1188.096,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50729,179280
384,275,45,134,BEM,"Actina Solar 820 S6, Xeon E5-2670v3/E5-2697v3 14C/12C 2.6/2.3GHz, Infiniband FDR",Wroclaw Centre for Networking and Supercomputing,ACTION,Poland,2015,Academic,22656,,695.59,859.546,2655300,,,353,Submitted,1.971,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Scientific Linux,Linux,None,12,Intel Xeon E5 (Haswell),Actina Solar 820 S6,ACTION Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe,50102,178576
385,276,48,206,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2016,Industry,30600,,695.359,1175.04,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,179009
386,,50,386,Dammam,"Dell PowerEdge R630, Xeon E5-2695v4 18C 2.1GHz, 10G Ethernet",Saudi Aramco,Dell EMC,Saudi Arabia,2017,Industry,31968,,694.33,1074.125,3906432,,,378,Submitted,1.837,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Redhat Enterprise Linux 7.2,Linux,None,18,Intel Xeon E5 (Broadwell),Dell PowerEdge R630,Dell PowerEdge Cluster,10G,10G Ethernet,Western Asia,Asia,48751,179267
387,,50,387,,"HPE SGI 8600, Xeon Gold 6154 18C 3GHz, Intel Omni-Path",HPE,HPE,United States,2017,Vendor,10368,,692.156,995.328,2433024,,,170.45,Submitted,4.061,Cluster,Xeon Gold 6154 18C 3GHz,Intel Skylake,3000,RHEL 7.3,Linux,None,18,Xeon Gold,HPE SGI 8600,HPE SGI 8600,Omnipath,Intel Omni-Path,North America,Americas,50736,179176
388,277,48,208,,"Atipa HPC Linux Cluster, Xeon E5-2683 v4  16C 2.1GHz, Infiniband FDR",DOE/NNSA/Naval Nuclear Laboratory,Atipa,United States,2016,Government,23168,,692.07,778.445,3033024,430000,,285,Submitted,2.428,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,RHEL 6.8,Linux,None,16,Intel Xeon E5 (Broadwell),Atipa HPC Linux Cluster,Atipa Cluster,Infiniband,Infiniband FDR,North America,Americas,50681,178980
389,278,48,207,,"Atipa HPC Linux Cluster, Xeon E5-2683 v4  16C 2.1GHz, Infiniband FDR",DOE/NNSA/Naval Nuclear Laboratory,Atipa,United States,2016,Government,23168,,692.07,778.445,3033024,430000,,285,Submitted,2.428,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,RHEL 6.8,Linux,None,16,Intel Xeon E5 (Broadwell),Atipa HPC Linux Cluster,Atipa Cluster,Infiniband,Infiniband FDR,North America,Americas,50681,178977
390,,50,390,,"Cluster Platform DL360, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Information Technology Company (P),HPE,China,2017,Industry,34624,,690.932,1163.366,,,,,,,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,8,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia,50747,179271
391,,50,391,,"Lenovo ThinkServer RD650, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2016,Industry,108000,,687.52,4147.2,,,,,,,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,6,Intel Xeon E5 (Haswell),Lenovo ThinkServer RD650,Lenovo ThinkServer,10G,10G Ethernet,Eastern Asia,Asia,50329,179294
392,279,46,128,,"Lenovo ThinkServer RD650, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Internet Service (B),Lenovo,China,2015,Industry,60000,,687.52,2304,6000000,,,3750,Derived,0.183,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,6,Intel Xeon E5 (Haswell),Lenovo ThinkServer RD650,Lenovo ThinkServer,10G,10G Ethernet,Eastern Asia,Asia,50330,178636
393,280,47,150,Thor,"Cluster Platform 3000 BL460c Gen9, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",US Air Force,HPE,United States,2016,Classified,22560,,686.484,902.4,2426112,,12.7,1128,Derived,0.609,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c Gen9,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,North America,Americas,49035,178862
394,281,48,211,Occigen2,"bullx DLC 720, Xeon E5-2690v4 14C 2.6GHz, Infiniband FDR",Centre Informatique National (CINES),Bull,France,2016,Academic,19488,,685.985,810.7008,2117568,,,,,,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,bullx SCS,Linux,None,14,Intel Xeon E5 (Broadwell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe,47533,178964
395,,50,395,,"Cluster Platform DL380, Xeon E5-2680v4 14C 2.4GHz, Infiniband FDR",Web Company (F),HPE,United States,2017,Industry,23520,,684.361,903.168,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50343,179283
396,282,45,104,GALILEO,"IBM NeXtScale nx360M4, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR, Intel Xeon Phi 7120P",CINECA,IBM/Lenovo,Italy,2015,Academic,50232,44408,684.252,1103.066,2210560,,4.6,2825.55,Derived,0.242,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,Linux,Linux,Intel Xeon Phi 7120P,8,Intel Xeon E5 (Haswell),IBM NeXtScale nx360M4,NeXtScale,Infiniband,Infiniband QDR,Southern Europe,Europe,47495,178549
397,283,49,283,DH-DPSystem,"HC2000 Cluster, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet, NVIDIA Tesla P4",IT Service Provider,Sugon,China,2017,Industry,36000,,681.8,1382.4,6501000,,,1755,Submitted,0.388,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,NVIDIA Tesla P4,6,Intel Xeon E5 (Haswell),HC2000 Cluster,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50710,179061
398,284,47,152,,"Apollo 6000 XL230a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Energy Company,HPE,United States,2016,Industry,22368,,680.642,894.72,,,,1234.9,Derived,0.551,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL230a,HP Apollo,Infiniband,Infiniband FDR,North America,Americas,48786,178863
399,285,47,153,,"Lenovo x240 M5, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",Nanjing University,Lenovo,China,2016,Academic,21504,,679.87,894.566,2394624,,,672,Derived,1.012,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo x240 M5,Lenovo Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50251,178798
400,286,48,215,,"CH121 V3 Cluster, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet",Public Cloud Service B,Huawei,China,2016,Industry,34992,,679.62,1399.68,8320000,,,552,Submitted,1.231,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),CH121 V3 Cluster,Huawei Cluster,10G,10G Ethernet,Eastern Asia,Asia,50694,179003
401,287,47,156,IntelCluster,"Sugon TC4600, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR/NVIDIA K40",Government,Sugon,China,2016,Government,23520,,672.6,940.8,3601000,,,411,Submitted,1.636,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),Sugon TC4600,Sugon Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50612,178848
402,288,48,217,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,24360,,671.39,935.424,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179021
403,289,49,289,Government K1,"Lenovo NeXtScale nx360M5, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Government,Lenovo,China,2017,Government,36400,,670.925,1397.76,2884416,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo NeXtScale nx360 M5,Lenovo NeXtScale,10G,10G Ethernet,Eastern Asia,Asia,50366,179085
404,290,48,218,,"Cluster Platform DL360, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet",IT Services Provider ,HPE,United States,2016,Industry,26740,,666.33,1112.384,,,,,,,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50374,179036
405,291,48,219,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,24120,,664.775,926.208,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179022
406,292,47,154,,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2016,Industry,26400,,663.1,1013.76,,,10.8,880,Derived,0.754,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,178890
407,293,47,155,,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,Netherlands,2016,Industry,26400,,663.1,1013.76,,,10.8,880,Derived,0.754,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe,50503,178915
408,294,48,222,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,24048,,662.791,923.443,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179023
409,295,47,157,,"Lenovo RD940, Xeon E7-4850V2 12C 2.3GHz, 10G Ethernet",Government,Lenovo,China,2015,Government,72000,,662.4,1324.8,4381824,,,2250,Derived,0.294,Cluster,Xeon E7-4850V2 12C 2.3GHz,Intel IvyBridge,2300,Linux,Linux,None,12,Intel Xeon E7 (IvyBridge),Lenovo RD940,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50654,178833
410,296,46,130,,"Sugon TC6000, Intel Xeon E5-2450v2 8C 2.5GHz, 10G Ethernet",Internet Company,Sugon,China,2015,Industry,52800,,658.7,1056,2916000,,,990,Submitted,0.665,Cluster,Intel Xeon E5-2450v2 8C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50602,178673
411,297,48,225,,"Lenovo RD350, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2016,Industry,38400,,658.514,1413.12,3919104,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo RD350,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50329,178957
412,298,44,80,Polytechnic RSC Tornado,"RSC Tornado, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR",St. Petersburg Polytechnic University,RSC Group,Russia,2014,Academic,19936,,658.112,829.3376,2253120,,,320,Submitted,2.057,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,CentOS,Linux,None,14,Intel Xeon E5 (Haswell),RSC Tornado,RSC Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe,50548,178469
413,299,47,160,,"Apollo 6000 XL230a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Automative Company,HPE,United States,2016,Industry,21600,,657.272,864,,,,1192.5,Derived,0.551,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL230a,HP Apollo,Infiniband,Infiniband FDR,North America,Americas,50507,178864
414,301,49,301,,"HC2000 Cluster, Xeon E5-2650v3 10C 2.3GHz, 10G Ethernet, NVIDIA Tesla P40",Internet Company,Sugon,China,2017,Industry,36000,,651.6,1324.8,4816000,,,850,Submitted,0.767,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,CentOS,Linux,NVIDIA Tesla P40,10,Intel Xeon E5 (Haswell),HC2000 Cluster,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50598,179062
415,302,49,302,,"Lenovo RD450, Xeon E5-2640v4 10C 2.4GHz, 10G Ethernet",Network Company,Lenovo,China,2017,Industry,36000,,651.11,1382.4,3394176,,,,,,Cluster,Xeon E5-2640v4 10C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50177,179075
416,303,49,303,,"Cluster Platform DL360, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,HPE,China,2017,Industry,28296,,643.778,1041.293,,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia,50329,179159
417,304,49,304,,"Lenovo x3650, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Internet Service (B),Lenovo,China,2017,Industry,34720,,641.292,1333.248,2817024,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo x3650,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179077
418,305,49,305,,"Cluster Platform DL380, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Hardware and Services Company (I),HPE,United States,2017,Industry,27608,,637.93,1060.147,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50731,179158
419,306,49,306,RAIDEN GPU subsystem,"NVIDIA DGX-1, Xeon E5-2698v4 20C 2.2GHz, Infiniband EDR, NVIDIA Tesla P100","Center for Advanced Intelligence Project, RIKEN",Fujitsu,Japan,2017,Research,11712,10752,635.1,947.712,620928,,,59.9,Submitted,10.603,Cluster,Xeon E5-2698v4 20C 2.2GHz,Intel Broadwell,2200,Ubuntu 14.04,Linux,NVIDIA Tesla P100,20,Intel Xeon E5 (Broadwell),NVIDIA DGX-1,NVIDIA DGX,Infiniband,Infiniband EDR,Eastern Asia,Asia,50716,179088
420,307,47,170,EPRI,"Sugon TC4600LP, Xeon E5-2680v4 14C 2.4GHz, Infiniband EDR",China Electric Power Research Institute,Sugon,China,2016,Research,21000,,635.1,806.4,3170000,,,325,Submitted,1.954,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,CentOS,Linux,None,14,Intel Xeon E5 (Broadwell),Sugon TC4600LP,Sugon Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50658,178847
421,,50,421,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,France,2017,Industry,23040,,635.009,884.736,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,Western Europe,Europe,50748,179279
422,,50,422,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,Netherlands,2017,Industry,23040,,635.009,884.736,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,Western Europe,Europe,50503,179276
423,,50,423,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,Ireland,2017,Industry,23040,,635.009,884.736,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,Northern Europe,Europe,50502,179278
424,,50,424,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2017,Industry,23040,,635.009,884.736,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179275
425,,50,425,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,Netherlands,2017,Industry,23040,,635.009,884.736,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,Western Europe,Europe,50503,179277
426,,50,426,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2017,Industry,23040,,635.009,884.736,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179274
427,308,46,132,,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",IT Provider (P),HPE,United States,2015,Industry,19776,,628.086,791.04,,,,1091.8,Derived,0.575,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Infiniband,Infiniband FDR,North America,Americas,50359,178723
428,,50,428,,"Cluster Platform DL380, Xeon E5-2640v4 10C 2.4GHz, 10G Ethernet",Information Technology Company (P),HPE,China,2017,Industry,29984,,626.226,1151.386,,,,,,,Cluster,Xeon E5-2640v4 10C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia,50747,179272
429,309,45,108,,"Cluster Platform DL380p Gen8 , Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet",Hosting Services,HPE,United States,2015,Industry,51200,,624.98669,1064.96,,,,3840,Derived,0.163,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Cluster Platform DL380p ,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50171,178583
430,,50,430,,"Lenovo ThinkServer RD350G, Xeon E5-2683 v4  16C 2.1GHz, 10G Ethernet",Web Content Provider,Lenovo,United States,2017,Industry,43008,,621.89568,1445.069,3057984,,,,,,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo ThinkServer RD350G,Lenovo ThinkServer,10G,10G Ethernet,North America,Americas,50354,179299
431,,50,431,,"Lenovo ThinkServer RD350G, Xeon E5-2683 v4  16C 2.1GHz, 10G Ethernet",Web Content Provider,Lenovo,United States,2017,Industry,43008,,621.89568,1445.069,3057984,,,,,,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo ThinkServer RD350G,Lenovo ThinkServer,10G,10G Ethernet,North America,Americas,50354,179296
432,,50,432,,"Lenovo ThinkServer RD350G, Xeon E5-2683 v4  16C 2.1GHz, 10G Ethernet",Web Content Provider,Lenovo,United States,2017,Industry,43008,,621.89568,1445.069,3057984,,,,,,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo ThinkServer RD350G,Lenovo ThinkServer,10G,10G Ethernet,North America,Americas,50354,179298
433,,50,433,,"Lenovo ThinkServer RD350G, Xeon E5-2683 v4  16C 2.1GHz, 10G Ethernet",Web Content Provider,Lenovo,United States,2017,Industry,43008,,621.89568,1445.069,3057984,,,,,,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo ThinkServer RD350G,Lenovo ThinkServer,10G,10G Ethernet,North America,Americas,50354,179295
