green500_rank,Rmax,total_power,Mflops/Watt,How?,Year,Computer,Total Cores,Name,Manufacturer,top500_rank,Site,Country,RPeak,Segment,Accelerator/Co-Processor Cores,Nmax,Architecture,Processor,Processor_Family,Proc_Frequency,OS,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
184,1271000,2580,492.6356589,Top500,2010,"Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050",120640,Nebulae,Dawning,21,National Supercomputing Centre in Shenzhen (NSCS),China,2984300,Research,64960,2359296,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),Dawning TC3600 Blade System,Dawning Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
185,225617,467,483.1199143,Top500,2012,"Saxonid 6100, Opteron 6272 16C 2.100GHz, Infiniband QDR",33920,MOGON,Megware,181,Universitaet Mainz,Germany,284928,Academic,0,2830000,Cluster,Opteron 6272 16C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Saxonid 6100,Megware Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
186,160100,342.3,467.7183757,Top500,2012,"Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect",22272,Hexagon,Cray Inc.,281,University of Bergen,Norway,204902.4,Academic,0,0,MPP,Opteron 6276 16C 2.300GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6m-200,Cray XE,Cray Interconnect,Cray Gemini interconnect,Northern Europe,Europe
187,211703.7,462.3,457.935756,Submission,2011,"Power 775, POWER7 8C 3.84 GHz, Custom",8192,,IBM,193,Environment Canada,Canada,251396.1,Research,0,0,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,North America,Americas
188,211703.7,462.3,457.935756,Submission,2011,"Power 775, POWER7 8C 3.84 GHz, Custom",8192,,IBM,194,Environment Canada,Canada,251396.1,Research,0,0,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,North America,Americas
189,476333,1040.18,457.9332423,Submission,2011,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",18432,,IBM,65,United Kingdom Meteorological Office,United Kingdom,565641.22,Research,0,0,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe
190,635111,1386.91,457.9323821,Submission,2011,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",24576,,IBM,51,ECMWF,United Kingdom,754188.28,Research,0,0,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe
191,635111,1386.91,457.9323821,Submission,2011,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",24576,,IBM,52,ECMWF,United Kingdom,754188.28,Research,0,0,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe
192,396944.44,866.82,457.9317967,Submission,2011,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",15360,,IBM,80,United Kingdom Meteorological Office,United Kingdom,471367.68,Research,0,0,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe
193,132314.81,288.94,457.9317851,Submission,2012,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",5120,,IBM,395,United Kingdom Meteorological Office,United Kingdom,157122.56,Research,0,0,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe
194,178625,390.07,457.9306278,Submission,2011,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",6912,,IBM,239,IBM Poughkeepsie Benchmarking Center,United States,212115,Vendor,0,0,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,North America,Americas
195,831400,1850,449.4054054,Submission,2011,"Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect",113472,HERMIT,Cray Inc.,39,HWW/Universitaet Stuttgart,Germany,1043942.4,Industry,0,3555552,MPP,Opteron 6276 16C 2.300GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Western Europe,Europe
196,240300,542.34,443.0799867,Derived,2011,"Rackable C2112-4G3 Cluster, Opteron 12 Core 2.10 GHz, Infiniband QDR",37728,,SGI,164,Calcul Canada/Calcul QuŽbec/UniversitŽ de Sherbrooke,Canada,316915.2,Academic,0,2030280,Cluster,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours""",SGI Rackable C2112-4G3 Cluster,Rackable Cluster,Infiniband,Infiniband QDR,North America,Americas
197,243900,556.3,438.4325004,Top500,2012,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom",10240,,Hitachi,162,"Institute for Materials Research, Tohoku University (IMR)",Japan,306388.9,Academic,0,1576960,Cluster,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Hitachi SR16000 Model M1,Hitachi SR16000,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia
198,145600,339.15,429.3085655,Derived,2011,"Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 2.93 GHz, Infiniband QDR",14280,,National Research Center of Parallel Computer Engineering & Technology,330,Government,China,167362,Research,0,1720320,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Sunway 4000H Cluster,Sunway Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
199,230600,540.4,426.7209474,Top500,2011,"Xtreme-X 1320H-LANL, Opteron 12 Core 2.30 GHz, Infiniband QDR",37056,Mustang,Cray Inc.,175,Los Alamos National Laboratory,United States,340915,Research,0,2240000,Cluster,Opteron 6176 12C 2.300GHz,AMD x86_64,2300,RHEL 6.1,Linux,None,12,"Opteron 6100-series ""Magny-Cours""",Xtreme-X 1320H-LANL,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
200,1515000,3575.63,423.7015575,Submission,2013,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",63360,,IBM,17,IBM Development Engineering,United States,1944391.68,Vendor,0,0,MPP,POWER7 8C 3.836GHz,Power,3836,Linux,Linux,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,North America,Americas
201,184809,445.2,415.1145553,Derived,2013,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",10176,,Cray Inc.,232,DOE/Bettis Atomic Power Laboratory,United States,211661,Research,0,1886976,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),Cray CS300-AC,Cray CS300,Infiniband,Infiniband QDR,North America,Americas
202,184809,445.2,415.1145553,Derived,2013,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",10176,,Cray Inc.,233,Knolls Atomic Power Laboratory,United States,211661,Research,0,1886976,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),Cray CS300-AC,Cray CS300,Infiniband,Infiniband QDR,North America,Americas
203,316200,780,405.3846154,Top500,2011,"Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect",47840,Monte Rosa,Cray Inc.,112,Swiss National Supercomputing Centre (CSCS),Switzerland,401856,Research,0,2294400,MPP,Opteron 6272 16C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Western Europe,Europe
204,136300,337,404.4510386,Submission,2010,"iDataPlex DX360M3, Xeon 2.66, Infiniband",14400,Guillimin,IBM,375,CLUMEQ - McGill University,Canada,153216,Academic,0,1532160,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
205,177100,442,400.678733,Submission,2011,"Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband",26244,ALPS,Acer Group,243,Taiwan National Center for High-performance Computing,Taiwan,231859,Research,0,2301696,Cluster,Opteron 6174 12C 2.200GHz,AMD x86_64,2200,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours""",Acer AR585 F1 Cluster,Acer Group Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
206,119300,312.8,381.3938619,Top500,2013,"Dell C6145 Cluster, Opteron 6378 16C 2.400GHz, Infiniband",16384,HiPerGator,Dell,493,UF Research Computing,United States,157286,Academic,0,2360000,Cluster,Opteron 6378 16C 2.400GHz,AMD x86_64,2400,Redhat Enterprise Linux 6,Linux,None,16,"Opterons 6300 Series (""Abu Dhabi"")",Dell C6145 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband,North America,Americas
207,190900,504,378.7698413,Submission,2009,Blue Gene/P Solution,65536,Shaheen,IBM,214,King Abdullah University of Science and Technology,Saudi Arabia,222822.4,Academic,0,0,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Asia,Asia
208,119310,315,378.7619048,Submission,2008,Blue Gene/P Solution,40960,,IBM,492,IDRIS,France,139264,Academic,0,0,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Europe,Europe
209,415700,1134,366.5784832,Submission,2009,Blue Gene/P Solution,147456,Dawn,IBM,77,DOE/NNSA/LLNL,United States,501350,Research,0,2958335,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
210,458611,1260,363.9769841,Submission,2007,Blue Gene/P Solution,163840,Intrepid,IBM,67,DOE/SC/Argonne National Laboratory,United States,557056,Research,0,0,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
211,1054000,2910,362.1993127,Top500,2010,"Cray XE6, Opteron 6172 12C 2.10GHz, Custom",153408,Hopper,Cray Inc.,28,DOE/SC/LBNL/NERSC,United States,1288627.2,Research,0,4537344,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
212,660243,1824.93,361.7908632,Derived,2011,"Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect",90112,HECToR,Cray Inc.,50,University of Edinburgh,United Kingdom,829030.4,Academic,0,0,MPP,Opteron 6276 16C 2.300GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Northern Europe,Europe
213,131200,364.8,359.6491228,Derived,2011,"HP ProLiant SL390s G7 Xeon 6C X5650, Infiniband",15360,,Hewlett-Packard,403,Energy Company (A),Italy,163430.4,Industry,0,0,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Southern Europe,Europe
214,253000,708.2,357.2437165,Top500,2012,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom Interconnect",10304,Plasma Simulator,Hitachi,152,National Institute for Fusion Science (NIFS),Japan,316209.15,Research,0,1858560,Cluster,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Hitachi SR16000 Model M1,Hitachi SR16000,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia
215,152900,430,355.5813953,Top500,2011,"Megware Saxonid 6100, Opteron 8C 2.2 GHz, Infiniband QDR",20776,VSC-2,Megware,303,Vienna Scientific Cluster,Austria,182829,Academic,0,1994496,Cluster,Opteron 6132 HE 8C 2.200GHz,AMD x86_64,2200,Linux,Linux,None,8,"Opteron 6100-series ""Magny-Cours""",Saxonid 6100,Megware Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
216,121600,354.6,342.9216018,Top500,2011,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom",5632,,Hitachi,476,"Information Initiative Center, Hokkaido University",Japan,168906.8,Academic,0,1400000,Cluster,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Hitachi SR16000 Model M1,Hitachi SR16000,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia
217,132558,400.5,330.9812734,Submission,2011,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR",12816,,IBM,393,IBM Development Engineering,United States,150203.52,Industry,0,0,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
218,162098,489.75,330.9811128,Submission,2011,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR",15672,,IBM,271,Vestas Wind Systems A/S,Denmark,183675.84,Industry,0,0,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,Northern Europe,Europe
219,168800,510,330.9803922,Submission,2010,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband",16320,Ivanhoe,IBM,257,EDF R&D,France,191270.4,Industry,0,1958400,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,Western Europe,Europe
220,901900,2800,322.1071429,Top500,2011,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR",78660,Lomonosov,T-Platforms,37,Moscow State University - Research Computing Center,Russia,1700210,Academic,29820,2150399,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2070,6,Xeon 5600-series (Westmere-EP),T-Platforms T-Blade2,T-Platforms Cluster,Infiniband,Infiniband,Eastern Europe,Europe
221,123335.7,392.4,314.3111621,Derived,2012,"Cluster Platform 3000 BL460c/SL250/ML350 Xeon E5-2670 8C 2.600GHz, Infiniband QDR",6976,,Hewlett-Packard,468,Volvo Car Group,Sweden,145101,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Northern Europe,Europe
222,149185,475.2,313.9414983,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",8448,,Hewlett-Packard,315,Manufacturing Company,India,175718,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,South-central Asia,Asia
223,271245.3,864,313.9413194,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",15360,,Hewlett-Packard,141,Automative Company,United States,319488,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,North America,Americas
224,133509,432,309.0486111,Derived,2013,"SGI ICE X, Intel Xeon E5-2690v2 10C 3.000GHz, Infiniband FDR",5760,,SGI,387,SGI,United States,138240,Vendor,0,1244160,Cluster,Intel Xeon E5-2690v2 10C 3.000GHz,Intel IvyBridge,3000,SUSE Linux Enterprise Server 11,Linux,None,10,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,Americas
225,127937.65,414.35,308.7671051,Submission,2013,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",22704,,IBM,435,Communications,Israel,472243,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),BladeCenter HS23 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Western Asia,Asia
226,919100,3090,297.4433657,Top500,2011,Cray XT5-HE Opteron Six Core 2.6 GHz,112800,Kraken XT5,Cray Inc.,35,National Institute for Computational Sciences/University of Tennessee,United States,1173000,Academic,0,3844936,MPP,Opteron Six Core 6C 2.600GHz,AMD x86_64,2600,Linux,Linux,None,6,Opteron Six Core,Cray XT5-HE,Cray XT,Proprietary Network,Proprietary,North America,Americas
227,126399.82,425.22,297.2574667,Derived,2010,"Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR",11936,Vayu,Oracle,444,National Computational Infrastructure National Facility (NCI-NF),Australia,139889.92,Academic,0,0,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,CentOS,Linux,None,4,Xeon 5500-series (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,Australia and New Zealand,Oceania
228,1110000,3980,278.8944724,Top500,2011,"Cray XE6, Opteron 6136 8C 2.40GHz, Custom",142272,Cielo,Cray Inc.,26,DOE/NNSA/LANL/SNL,United States,1365811.2,Research,0,0,MPP,Opteron 6136 8C 2.400GHz,AMD x86_64,2400,Linux,Linux,None,8,"Opteron 6100-series ""Magny-Cours""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
229,128816,468,275.2478632,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet",8320,,Hewlett-Packard,428,Network Company,India,179712,Industry,0,0,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,South-central Asia,Asia
230,132397,481.5,274.9678089,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet",8560,,Hewlett-Packard,394,Airline,United States,184896,Industry,0,0,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
231,157961,578.7,272.9583549,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet",10288,,Hewlett-Packard,285,Financial Service Provider,United States,222221,Industry,0,0,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
232,155527,573.3,271.2837956,Submission,2013,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",27600,,IBM,295,Banking (M),United States,574080,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
233,139027,512.48,271.2827818,Submission,2013,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",24672,,IBM,367,Financial Institution,United Kingdom,513178,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
234,176110,655.2,268.7881563,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet",11648,,Hewlett-Packard,248,IT Service Provider,United States,251597,Industry,0,0,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
235,176110,655.2,268.7881563,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet",11648,,Hewlett-Packard,249,IT Service Provider,United States,251597,Industry,0,0,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
236,209735,780.3,268.7876458,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet",13872,,Hewlett-Packard,196,Service Provider,United States,299635,Industry,0,0,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
237,125500,467.9,268.2197051,Derived,2011,"Cray XE6, Opteron 6272 16C 2.1/2.2/2.3 GHz, Cray Gemini interconnect",18688,Hera,Cray Inc.,460,Cray Inc.,United States,157798.4,Vendor,0,0,MPP,Opteron 6272 16C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
238,141894.9,533.7,265.8701518,Derived,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",9488,,Hewlett-Packard,350,IT Service Provider,United States,197350,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
239,251780,949.05,265.2968758,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",16872,,Hewlett-Packard,154,IT Service Provider (D),United States,350938,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
240,135055,511.2,264.192097,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",9088,,Hewlett-Packard,380,Insurance Company ,United States,189030,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
241,140874.3,534.6,263.513468,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",9504,,Hewlett-Packard,355,Logistic Services (E),United States,197683,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
