"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt.g","how.g","year.g","name.g","totalcores.g","computer.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t","rmax","mflopswatt"
"152",2015-06-01,401,-4.287,152,485,433500,4343.73,99.79902066,"Derived",2010,"Red Sky",42440,"Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband","Sandia National Laboratories / National Renewable Energy Laboratory","Sun Microsystems","United States","Research",0,497396,2504421,0,"Cluster","Xeon X5570 4C 2.93GHz","Intel Nehalem",2930,"CentOS","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Sun Blade x6275","Sun Blade System","Infiniband","Infiniband","North America","Americas",114,35,10,"Red Sky","Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband","Sandia National Laboratories / National Renewable Energy Laboratory","Sun Microsystems","United States",2010,"Research",42440,0,433500,497396,2504421,0,NA,NA,"Cluster","Xeon X5570 4C 2.93GHz","Intel Nehalem",2930,"CentOS","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Sun Blade x6275","Sun Blade System","Infiniband","Infiniband","North America","Americas",433500,99.79902066
"481",2015-06-01,402,-4.292,481,345,168600,668.02,252.3876531,"Submission",2013,"",32160,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Internet Service","IBM","China","Industry",0,668928,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",403,41,278,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Internet Service","IBM","China",2013,"Industry",32160,0,168600,668928,0,0,668,252,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",168600,252.3876531
"207",2015-06-01,403,-4.293,207,449,322900,2456.4,131.4525322,"Derived",2011,"Zeus",27600,"SGI ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR","NOAA Environmental Security Computer Center","SGI","United States","Research",0,382648.32,2322432,0,"MPP","Xeon X5690 6C 3.47GHz","Intel Nehalem",3470,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","SGI ICE 8400EX","SGI ICE","Infiniband","Infiniband QDR","North America","Americas",161,38,71,"Zeus","SGI ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR","NOAA Environmental Security Computer Center","SGI","United States",2011,"Research",27600,0,322900,382648,2322432,0,NA,NA,"MPP","Xeon X5690 6C 3.47GHz","Intel Nehalem",3470,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","SGI ICE 8400EX","SGI ICE","Infiniband","Infiniband QDR","North America","Americas",322900,131.4525322
"478",2015-06-01,404,-4.293,478,348,168600,668.9,252.0556137,"Submission",2014,"",32160,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China","Industry",0,668928,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",402,43,326,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China",2014,"Industry",32160,0,168600,668928,0,0,669,252,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",168600,252.0556137
"479",2015-06-01,405,-4.293,479,349,168600,668.9,252.0556137,"Submission",2014,"",32160,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China","Industry",0,668928,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",404,43,323,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China",2014,"Industry",32160,0,168600,668928,0,0,669,252,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",168600,252.0556137
"480",2015-06-01,406,-4.293,480,350,168600,668.9,252.0556137,"Submission",2014,"",32160,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China","Industry",0,668928,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",405,43,324,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China",2014,"Industry",32160,0,168600,668928,0,0,669,252,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",168600,252.0556137
"482",2015-06-01,407,-4.293,482,351,168600,668.9,252.0556137,"Submission",2014,"",32160,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China","Industry",0,668928,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",401,43,325,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China",2014,"Industry",32160,0,168600,668928,0,0,669,252,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",168600,252.0556137
"339",2015-06-01,408,-4.295,339,392,218407,1131,193.1096375,"Derived",2014,"",15080,"Cluster Platform DL360p Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","IT Services Provider ","Hewlett-Packard","China","Industry",0,313664,0,0,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","Eastern Asia","Asia",273,44,273,"","Cluster Platform DL360p Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","IT Services Provider ","Hewlett-Packard","China",2014,"Industry",15080,0,218407,313664,0,0,NA,NA,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","Eastern Asia","Asia",218407,193.1096375
"340",2015-06-01,409,-4.302,340,400,217890,1152,189.140625,"Derived",2012,"",15360,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company","Hewlett-Packard","United States","Industry",0,319488,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",274,40,112,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company","Hewlett-Packard","United States",2012,"Industry",15360,0,217890,319488,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",217890,189.140625
"344",2015-06-01,410,-4.302,344,396,215430,1125,191.4933333,"Derived",2014,"",15000,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet","Insurance Company","Hewlett-Packard","United States","Industry",0,336000,0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",278,44,278,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet","Insurance Company","Hewlett-Packard","United States",2014,"Industry",15000,0,215430,336000,0,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",215430,191.4933333
"412",2015-06-01,411,-4.302,412,378,189651,872.1,217.4647403,"Derived",2013,"",15504,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States","Industry",0,272870,0,0,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",336,41,165,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2013,"Industry",15504,0,189651,272870,0,0,NA,NA,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",189651,217.4647403
"420",2015-06-01,412,-4.303,420,377,188738,867.6,217.5403412,"Derived",2013,"",15424,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","Telecommunication Company","Hewlett-Packard","United States","Industry",0,271462,0,0,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",344,41,172,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","Telecommunication Company","Hewlett-Packard","United States",2013,"Industry",15424,0,188738,271462,0,0,NA,NA,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",188738,217.5403412
"356",2015-06-01,413,-4.307,356,397,211983,1107,191.4932249,"Derived",2014,"",14760,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet","Insurance Company","Hewlett-Packard","United States","Industry",0,330624,0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",287,44,287,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet","Insurance Company","Hewlett-Packard","United States",2014,"Industry",14760,0,211983,330624,0,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",211983,191.4932249
"495",2015-06-01,414,-4.309,495,358,166700,688.94,241.9659187,"Derived",2010,"Sierra",21756,"Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR","Lawrence Livermore National Laboratory","Dell","United States","Research",0,243667,1973166,0,"Cluster","Xeon X5660 6C 2.8GHz","Intel Nehalem",2800,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Dell Xanadu 3 Cluster","Dell Xanadu","Infiniband","Infiniband QDR","North America","Americas",417,36,40,"Sierra","Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR","Lawrence Livermore National Laboratory","Dell","United States",2010,"Research",21756,0,166700,243667,1973166,0,NA,NA,"Cluster","Xeon X5660 6C 2.8GHz","Intel Nehalem",2800,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Dell Xanadu 3 Cluster","Dell Xanadu","Infiniband","Infiniband QDR","North America","Americas",166700,241.9659187
"227",2015-06-01,415,-4.311,227,447,298713.4,2227.2,134.1205999,"Derived",2013,"",29696,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Banking (M)","Hewlett-Packard","United States","Industry",0,617677,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",180,42,118,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Banking (M)","Hewlett-Packard","United States",2013,"Industry",29696,0,298713,617677,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",298713,134.1205999
"220",2015-06-01,416,-4.314,220,456,311558.6,2445.3,127.411197,"Derived",2013,"",32604,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider (D)","Hewlett-Packard","United States","Industry",0,652080,0,0,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",172,42,113,"","Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2013,"Industry",32604,0,311559,652080,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",311559,127.411197
"350",2015-06-01,417,-4.314,350,409,213645,1152,185.4557292,"Derived",2014,"",15360,"Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet","IT Service Provider (D)","Hewlett-Packard","United States","Industry",0,307200,0,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",283,44,283,"","Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2014,"Industry",15360,0,213645,307200,0,0,NA,NA,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",213645,185.4557292
"351",2015-06-01,418,-4.314,351,410,213645,1152,185.4557292,"Derived",2014,"",15360,"Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet","Retail","Hewlett-Packard","United States","Industry",0,307200,0,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",284,44,284,"","Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet","Retail","Hewlett-Packard","United States",2014,"Industry",15360,0,213645,307200,0,0,NA,NA,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",213645,185.4557292
"221",2015-06-01,419,-4.315,221,455,310171.2,2432.7,127.5008016,"Derived",2013,"",32436,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider (B)","Hewlett-Packard","United States","Industry",0,648720,0,0,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",173,42,114,"","Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider (B)","Hewlett-Packard","United States",2013,"Industry",32436,0,310171,648720,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",310171,127.5008016
"369",2015-06-01,420,-4.315,369,393,204387,1058.4,193.1094104,"Derived",2015,"",14112,"Cluster Platform DL360p Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","Hosting Services","Hewlett-Packard","United States","Industry",0,293530,0,0,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","North America","Americas",NA,45,369,"","Cluster Platform DL360p Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","Hosting Services","Hewlett-Packard","United States",2015,"Industry",14112,0,204387,293530,0,0,NA,NA,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","North America","Americas",204387,193.1094104
"338",2015-06-01,421,-4.316,338,421,218407,1209.6,180.5613426,"Derived",2015,"",16128,"Cluster Platform DL360p Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","Hosting Services","Hewlett-Packard","United States","Industry",0,335462,0,0,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","North America","Americas",NA,45,338,"","Cluster Platform DL360p Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","Hosting Services","Hewlett-Packard","United States",2015,"Industry",16128,0,218407,335462,0,0,NA,NA,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","North America","Americas",218407,180.5613426
"402",2015-06-01,422,-4.318,402,387,192759.5,950.4,202.8193392,"Derived",2014,"",12672,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, 10G Ethernet","Logistic Services (E)","Hewlett-Packard","United States","Industry",0,273715.2,0,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",325,43,261,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, 10G Ethernet","Logistic Services (E)","Hewlett-Packard","United States",2014,"Industry",12672,0,192760,273715,0,0,NA,NA,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",192760,202.8193392
"225",2015-06-01,423,-4.321,225,454,302600.1,2364.3,127.9871844,"Derived",2013,"",31524,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States","Industry",0,630480,0,0,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",178,42,116,"","Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2013,"Industry",31524,0,302600,630480,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",302600,127.9871844
"312",2015-06-01,424,-4.323,312,428,233049,1411.2,165.142432,"Derived",2014,"",14120,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","Electronic Industry","Hewlett-Packard","United States","Industry",0,338880,0,0,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",251,43,209,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","Electronic Industry","Hewlett-Packard","United States",2014,"Industry",14120,0,233049,338880,0,0,NA,NA,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",233049,165.142432
"372",2015-06-01,425,-4.325,372,401,202456,1070.4,189.1405082,"Derived",2012,"",14272,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company (D)","Hewlett-Packard","United States","Industry",0,296858,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",298,40,122,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company (D)","Hewlett-Packard","United States",2012,"Industry",14272,0,202456,296858,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",202456,189.1405082
"282",2015-06-01,426,-4.327,282,438,251800,1670.78,150.7080525,"Derived",2011,"Lonestar 4",22656,"Dell PowerEdge M610 Cluster, Xeon 5680 3.3Ghz, Infiniband QDR","Texas Advanced Computing Center/Univ. of Texas","Dell","United States","Academic",0,301777,2128224,0,"Cluster","Xeon X5680 6C 3.33GHz","Intel Nehalem",3330,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","PowerEdge M610 Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband QDR","North America","Americas",225,37,28,"Lonestar 4","Dell PowerEdge M610 Cluster, Xeon 5680 3.3Ghz, Infiniband QDR","Texas Advanced Computing Center/Univ. of Texas","Dell","United States",2011,"Academic",22656,0,251800,301777,2128224,0,NA,NA,"Cluster","Xeon X5680 6C 3.33GHz","Intel Nehalem",3330,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","PowerEdge M610 Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband QDR","North America","Americas",251800,150.7080525
"467",2015-06-01,427,-4.331,467,374,170330,774,220.0645995,"Derived",2014,"",10320,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","Electronics Company","Hewlett-Packard","Japan","Industry",0,247680,0,0,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia",391,43,321,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","Electronics Company","Hewlett-Packard","Japan",2014,"Industry",10320,0,170330,247680,0,0,NA,NA,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia",170330,220.0645995
