"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","how.g","mflopswatt","totalcores.g","year.g","name.g","manufacturer.g","computer.g","site.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","efficiency.g","nmax.g","architecture.g","processor.g","processortechnology.g","processorspeedmhz.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","efficiency.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"442",2013-06-01,123,-3.948,442,38,103200,81.5,"Top500",1266.257669,5544,2011,"","Bull SA","Bullx B505, Xeon E5649 6C 2.53GHz, Infiniband QDR, NVIDIA 2090","Barcelona Supercomputing Center","Spain","Academic",4032,182881.44,56.43,437760,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Bullx B505","Bull Bullx","Infiniband","Infiniband QDR","Southern Europe","Europe",290,38,114,"","Bullx B505, Xeon E5649 6C 2.53GHz, Infiniband QDR, NVIDIA 2090","Barcelona Supercomputing Center","Bull SA","Spain",2011,"Academic",5544,4032,103200,182881,56,437760,0,82,1266,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Bullx B505","Bull Bullx","Infiniband","Infiniband QDR","Southern Europe","Europe"
"269",2013-06-01,124,-3.953,269,73,141059,154.88,"Submission",910.7631715,7456,2013,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","CLUMEQ - McGill University","Canada","Academic",0,155085,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",NA,41,269,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","CLUMEQ - McGill University","IBM","Canada",2013,"Academic",7456,0,141059,155085,91,0,0,155,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"93",2013-06-01,125,-3.954,93,169,316200,780,"Top500",405.3846154,47840,2011,"Monte Rosa","Cray Inc.","Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect","Swiss Scientific Computing Center (CSCS)","Switzerland","Research",0,401856,78.68,2294400,"MPP","Opteron 6272 16C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Western Europe","Europe",80,34,21,"Monte Rosa","Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect","Swiss Scientific Computing Center (CSCS)","Cray Inc.","Switzerland",2011,"Research",47840,0,316200,401856,79,2294400,0,780,405,"MPP","Opteron 6272 16C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Western Europe","Europe"
"163",2013-06-01,126,-3.955,163,127,190953,285.38,"Submission",669.1183685,10976,2012,"","IBM","x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Petroleum Company","United Kingdom","Industry",0,228301,83.64,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Infiniband","Infiniband FDR","Northern Europe","Europe",125,40,125,"","x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Petroleum Company","IBM","United Kingdom",2012,"Industry",10976,0,190953,228301,84,0,0,285,669,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Infiniband","Infiniband FDR","Northern Europe","Europe"
"266",2013-06-01,127,-3.956,266,76,142700,160,"Submission",891.875,10240,2011,"","IBM","iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070","CINECA / SCS - SuperComputing Solution","Italy","Research",7168,293171,48.67,0,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","NVIDIA 2070",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","Southern Europe","Europe",172,37,54,"","iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070","CINECA / SCS - SuperComputing Solution","IBM","Italy",2011,"Research",10240,7168,142700,293171,49,0,0,160,892,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","NVIDIA 2070",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","Southern Europe","Europe"
"49",2013-06-01,128,-3.965,49,300,545510,2410.2,"Derived",226.3339142,42848,2013,"","Hewlett-Packard","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","United States","Industry",0,891238,61.21,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,41,49,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States",2013,"Industry",42848,0,545510,891238,61,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"235",2013-06-01,129,-3.969,235,106,154000,194.5125,"Derived",791.722897,7020,2011,"Tera-100 Hybrid","Bull SA","Bullx B505, Xeon E56xx (Westmere-EP) 2.40 GHz, Infiniband QDR","Commissariat a l'Energie Atomique (CEA)","France","Research",5460,274560,56.09,536576,"Cluster","Xeon E5620 4C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","NVIDIA 2090",4,"Xeon 5600-series (Westmere-EP)","Bullx B505","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",161,38,75,"Tera-100 Hybrid","Bullx B505, Xeon E56xx (Westmere-EP) 2.40 GHz, Infiniband QDR","Commissariat a l'Energie Atomique (CEA)","Bull SA","France",2011,"Research",7020,5460,154000,274560,56,536576,0,NA,NA,"Cluster","Xeon E5620 4C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","NVIDIA 2090",4,"Xeon 5600-series (Westmere-EP)","Bullx B505","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe"
"129",2013-06-01,130,-3.97,129,149,237900,465.4,"Top500",511.1731844,11424,2012,"","Fujitsu","Fujitsu PRIMERGY CX250 & RX300, Xeon E5-2690 8C 2.900GHz, Infiniband FDR/QDR","Institute for Molecular Science","Japan","Research",0,265036.8,89.76,2228864,"Cluster","Xeon E5-2690 8C 2.900GHz","Intel SandyBridge",2900,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Fujitsu PRIMERGY CX250 & RX300","Fujitsu Cluster","Infiniband","Infiniband FDR/QDR","Eastern Asia","Asia",229,40,229,"","Fujitsu PRIMERGY CX250 & RX300, Xeon E5-2690 8C 2.900GHz, Infiniband FDR/QDR","Institute for Molecular Science","Fujitsu","Japan",2012,"Research",11424,0,237900,265037,90,2228864,0,465,511,"Cluster","Xeon E5-2690 8C 2.900GHz","Intel SandyBridge",2900,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Fujitsu PRIMERGY CX250 & RX300","Fujitsu Cluster","Infiniband","Infiniband FDR/QDR","Eastern Asia","Asia"
"301",2013-06-01,131,-3.97,301,57,130180.56,139.59,"Submission",932.592306,6720,2012,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Durham University","United Kingdom","Academic",0,139776,93.14,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Northern Europe","Europe",192,39,134,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Durham University","IBM","United Kingdom",2012,"Academic",6720,0,130181,139776,93,0,0,140,933,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Northern Europe","Europe"
"192",2013-06-01,132,-3.971,192,126,177512,260,"Top500",682.7384615,9440,2012,"airain","Bull SA","Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","Commissariat a l'Energie Atomique (CEA)/CCRT","France","Research",0,203904,87.06,2013480,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",137,39,97,"airain","Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","Commissariat a l'Energie Atomique (CEA)/CCRT","Bull SA","France",2012,"Research",9440,0,177512,203904,87,2013480,0,260,683,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe"
"174",2013-06-01,133,-3.975,174,137,188700,297.63,"Derived",634.0086685,12532,2012,"SAGA","Hewlett Packard/WIPRO","Z24XX/SL390s Cluster, Xeon E5530/E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2090/2070","Vikram Sarabhai Space Centre, Indian Space Research Organisation","India","Research",9432,394760,47.8,660000,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Z24XX/SL390s Cluster","Z24XX/SL390s Cluster","Infiniband","Infiniband QDR","South-central Asia","Asia",127,39,86,"SAGA","Z24XX/SL390s Cluster, Xeon E5530/E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2090/2070","Vikram Sarabhai Space Centre, Indian Space Research Organisation","Hewlett Packard/WIPRO","India",2012,"Research",12532,9432,188700,394760,48,660000,210000,NA,NA,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Z24XX/SL390s Cluster","Z24XX/SL390s Cluster","Infiniband","Infiniband QDR","South-central Asia","Asia"
"302",2013-06-01,134,-3.978,302,64,130162,142.91,"Submission",910.7970051,6880,2012,"Midway","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","University of Chicago","United States","Academic",0,143104,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",447,39,416,"Midway","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","University of Chicago","IBM","United States",2012,"Academic",6880,0,130162,143104,91,0,0,143,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"386",2013-06-01,135,-3.981,386,45,113211,109.21,"Submission",1036.635839,5984,2013,"","IBM","BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Electronics","United States","Industry",0,124467,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas",NA,41,386,"","BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Electronics","IBM","United States",2013,"Industry",5984,0,113211,124467,91,0,0,109,1037,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas"
"387",2013-06-01,136,-3.981,387,46,113211,109.21,"Submission",1036.635839,5984,2013,"","IBM","BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Electronics","United States","Industry",0,124467,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas",NA,41,387,"","BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Electronics","IBM","United States",2013,"Industry",5984,0,113211,124467,91,0,0,109,1037,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas"
"388",2013-06-01,137,-3.981,388,47,113211,109.21,"Submission",1036.635839,5984,2013,"","IBM","BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Electronics","United States","Industry",0,124467,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas",NA,41,388,"","BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Electronics","IBM","United States",2013,"Industry",5984,0,113211,124467,91,0,0,109,1037,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas"
"321",2013-06-01,138,-3.987,321,65,126227,138.59,"Submission",910.7944296,6672,2013,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","United States","Industry",0,138778,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",NA,41,321,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,91,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"322",2013-06-01,139,-3.987,322,66,126227,138.59,"Submission",910.7944296,6672,2013,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","United States","Industry",0,138778,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",NA,41,322,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,91,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"323",2013-06-01,140,-3.987,323,67,126227,138.59,"Submission",910.7944296,6672,2013,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","United States","Industry",0,138778,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",NA,41,323,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,91,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"324",2013-06-01,141,-3.987,324,68,126227,138.59,"Submission",910.7944296,6672,2013,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","United States","Industry",0,138778,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",NA,41,324,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,91,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"325",2013-06-01,142,-3.987,325,69,126227,138.59,"Submission",910.7944296,6672,2013,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","United States","Industry",0,138778,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",NA,41,325,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,91,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"326",2013-06-01,143,-3.987,326,70,126227,138.59,"Submission",910.7944296,6672,2013,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","United States","Industry",0,138778,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",NA,41,326,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,91,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"327",2013-06-01,144,-3.987,327,71,126227,138.59,"Submission",910.7944296,6672,2013,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","United States","Industry",0,138778,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",NA,41,327,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,91,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"328",2013-06-01,145,-3.987,328,72,126227,138.59,"Submission",910.7944296,6672,2013,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","United States","Industry",0,138778,90.96,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",NA,41,328,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","Electronics","IBM","United States",2013,"Industry",6672,0,126227,138778,91,0,0,139,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"351",2013-06-01,146,-3.987,351,52,120400,126.27,"Submission",953.5123149,8320,2011,"HokieSpeed","Supermicro","SuperServer  2026GT-TRF, Xeon E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2050","Virginia Tech","United States","Academic",5824,238201.6,50.55,355520,"Cluster","Xeon E5620 4C 2.400GHz","Intel Nehalem",2400,"CentOS","Linux","NVIDIA 2050",4,"Xeon 5600-series (Westmere-EP)","SuperServer 2026GT-TRF","Supermicro SuperServer","Infiniband","Infiniband QDR","North America","Americas",221,38,96,"HokieSpeed","SuperServer  2026GT-TRF, Xeon E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2050","Virginia Tech","Supermicro","United States",2011,"Academic",8320,5824,120400,238202,51,355520,0,126,954,"Cluster","Xeon E5620 4C 2.400GHz","Intel Nehalem",2400,"CentOS","Linux","NVIDIA 2050",4,"Xeon 5600-series (Westmere-EP)","SuperServer 2026GT-TRF","Supermicro SuperServer","Infiniband","Infiniband QDR","North America","Americas"
"216",2013-06-01,147,-3.99,216,123,161259,228.28,"Submission",706.4087962,8208,2013,"","IBM","xSeries x3650 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","Aerospace Company","United States","Industry",0,177293,90.96,0,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650 Cluster","IBM xSeries","Infiniband","Infiniband QDR","North America","Americas",NA,41,216,"","xSeries x3650 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","Aerospace Company","IBM","United States",2013,"Industry",8208,0,161259,177293,91,0,0,228,706,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650 Cluster","IBM xSeries","Infiniband","Infiniband QDR","North America","Americas"
"308",2013-06-01,148,-3.991,308,86,129714,148.19,"Submission",875.3222215,7456,2012,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Electronics","United States","Industry",0,155085,83.64,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",198,40,198,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Electronics","IBM","United States",2012,"Industry",7456,0,129714,155085,84,0,0,148,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
