"","date","ExaRank","exascalar","top500rank","green500rank.g","site.g","manufacturer.g","name.g","computer.g","country.g","mflopswatt","power.g","cores.g","rmax.g","rpeak.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","efficiency.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"172",2012-11-01,169,-4.18,172,157,"Government","National Research Center of Parallel Computer Engineering & Technology","","Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 2.93 GHz, Infiniband QDR","China",429.3085655,339.15,14280,145600,167362,123,37,54,"","iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070","CINECA / SCS - SuperComputing Solution","IBM","Italy",2011,"Research",10240,7168,142700,293171,49,0,0,160,892,"Cluster","Xeon E5645 6C 2.400GHz","Intel Nehalem",2400,"Linux","Linux","NVIDIA 2070",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","Southern Europe","Europe"
"252",2012-11-01,170,-4.18,252,134,"Louisiana State University","Dell","SuperMike-II","Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",554.65,200,7040,110930,146432,161,39,161,"Aurora","Eurotech Aurora, Xeon X5690 6C 3.470GHz, Infiniband QDR, NVIDIA 2090","E-Security - Selex Elsag","Eurotech","Italy",2012,"Industry",9760,2560,110526,206336,54,467040,0,NA,NA,"Cluster","Xeon X5690 6C 3.470GHz","Intel Nehalem",3470,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Eurotech Aurora","Eurotech Cluster","Infiniband","Infiniband QDR","Southern Europe","Europe"
"374",2012-11-01,171,-4.188,374,118,"NOAA/Earth Science Research Laboratory/GSD","Appro International","sJet","Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",663.5294118,136,5440,90240,113152,232,39,232,"Formosa 5","Hybrid Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2070","National Center for High Performance Computing","Self-made","Taiwan",2012,"Academic",4968,3864,89940,155079,58,989184,0,110,818,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2070",6,"Xeon 5600-series (Westmere-EP)","Hybrid Cluster","NOW - Intel","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"90",2012-11-01,172,-4.191,90,254,"KISTI Supercomputing Center","Sun Microsystems","TachyonII","Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition","Korea, South",215.5294118,1275,26232,274800,307439.04,64,34,14,"TachyonII","Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition","KISTI Supercomputing Center","Sun Microsystems","Korea, South",2009,"Research",26232,0,274800,307439,89,0,0,1275,216,"Cluster","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"CentOS","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Sun Blade 6048","Sun Blade System","Infiniband","Infiniband","Eastern Asia","Asia"
"78",2012-11-01,173,-4.194,78,335,"Korea Meteorological Administration","Cray Inc.","Haedam","Cray XE6 12-core 2.1 GHz","Korea, South",184.8562748,1711.6,45120,316400,379008,56,36,20,"Haeon","Cray XE6 12-core 2.1 GHz","Korea Meteorological Administration","Cray Inc.","Korea, South",2010,"Research",45120,0,316400,379008,83,0,0,NA,NA,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia"
"79",2012-11-01,174,-4.194,79,334,"Korea Meteorological Administration","Cray Inc.","Haeon","Cray XE6 12-core 2.1 GHz","Korea, South",184.8562748,1711.6,45120,316400,379008,55,36,19,"Haedam","Cray XE6 12-core 2.1 GHz","Korea Meteorological Administration","Cray Inc.","Korea, South",2010,"Research",45120,0,316400,379008,83,0,0,NA,NA,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia"
"403",2012-11-01,175,-4.195,403,115,"Virginia Tech","Appro International","BlueRidge","Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",678.1446541,127.2,5088,86260,105830,254,39,254,"","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","Web Company (C)","Hewlett-Packard","China",2012,"Industry",13914,0,86189,170307,51,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.060GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"206",2012-11-01,176,-4.197,206,144,"DOE/NNSA/LANL","IBM","Cerrillos","BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Infiniband","United States",458.3333333,276,14400,126500,161856,138,36,50,"Jet","Raytheon/Aspen Cluster, Xeon X5560/X5650 2.8/2.66 Ghz, QDR Infinband","NOAA/Earth Science Research Laboratory/GSD","Raytheon/Aspen Systems","United States",2010,"Research",13732,0,126500,148116,85,1664080,257000,NA,NA,"Cluster","Xeon X5550 4C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Raytheon/Aspen Systems Cluster","NOW - Intel","Infiniband","Infiniband QDR","North America","Americas"
"249",2012-11-01,177,-4.203,249,137,"United Kingdom Meteorological Office","IBM","","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","United Kingdom",506.7688722,223.08,5120,113050,157122.56,NA,40,249,"","Cluster Platform SL230s Gen8, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",6656,0,112404,143770,78,0,0,NA,NA,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas"
"149",2012-11-01,178,-4.209,149,184,"EDF R&D","IBM","Ivanhoe","iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband","France",330.9803922,510,16320,168800,191270.4,104,36,37,"Ivanhoe","iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband","EDF R&D","IBM","France",2010,"Industry",16320,0,168800,191270,88,1958400,0,510,331,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries iDataPlex","IBM iDataPlex","Infiniband","Infiniband","Western Europe","Europe"
"97",2012-11-01,179,-4.21,97,250,"Kyoto University","Cray Inc.","Camphor","Cray XE6, Opteron 16C 2.50GHz, Cray Gemini interconnect","Japan",220.6043983,1140.956399,30080,251700,300800,73,39,73,"Camphor","Cray XE6, Opteron 16C 2.50GHz, Cray Gemini interconnect","Kyoto University","Cray Inc.","Japan",2012,"Academic",30080,0,251700,300800,84,2009280,0,NA,NA,"MPP","Opteron 16C 2.500GHz","AMD x86_64",2500,"Cray Linux Environment ","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Eastern Asia","Asia"
"85",2012-11-01,180,-4.213,85,306,"NOAA/Oak Ridge National Laboratory","Cray Inc.","Gaea C1","Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","United States",185.8731594,1592.483826,41984,296000,386253,NA,40,85,"Gaea C1","Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","NOAA/Oak Ridge National Laboratory","Cray Inc.","United States",2012,"Research",41984,0,296000,386253,77,1678464,0,NA,NA,"MPP","Opteron 6276 16C 2.300GHz","AMD x86_64",2300,"Cray Linux Environment ","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas"
"180",2012-11-01,181,-4.215,180,163,"CLUMEQ - McGill University","IBM","Guillimin","iDataPlex DX360M3, Xeon 2.66, Infiniband","Canada",404.4510386,337,14400,136300,153216,126,39,126,"Laurel","Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Kyoto University","Appro International","Japan",2012,"Academic",9280,0,135400,193024,70,1474560,737280,210,644,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband FDR","Eastern Asia","Asia"
"162",2012-11-01,182,-4.217,162,177,"Vienna Scientific Cluster","Megware","VSC-2","Megware Saxonid 6100, Opteron 8C 2.2 GHz, Infiniband QDR","Austria",355.5813953,430,20776,152900,182829,117,37,56,"VSC-2","Megware Saxonid 6100, Opteron 8C 2.2 GHz, Infiniband QDR","Vienna Scientific Cluster","Megware","Austria",2011,"Academic",20776,0,152900,182829,84,1994496,0,430,356,"Cluster","Opteron 6132 HE 8C 2.200GHz","AMD x86_64",2200,"Linux","Linux","None",8,"Opteron 6100-series ""Magny-Cours"" ","Saxonid 6100","Megware Cluster","Infiniband","Infiniband QDR","Western Europe","Europe"
"153",2012-11-01,183,-4.221,153,183,"Vestas Wind Systems A/S","IBM","","iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR","Denmark",330.9811128,489.75,15672,162098,183675.84,108,37,53,"","iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR","Vestas Wind Systems A/S","IBM","Denmark",2011,"Industry",15672,0,162098,183676,88,0,0,490,331,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","Northern Europe","Europe"
"104",2012-11-01,184,-4.224,104,246,"Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES)","SGI","Jade","SGI ICE 8200EX, Xeon E5450 4C 3.000GHz, Infiniband","France",223.4962406,1064,23040,237800,267878.4,75,35,18,"Jade","SGI ICE 8200EX, Xeon E5450 4C 3.000GHz, Infiniband","Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES)","SGI","France",2010,"Academic",23040,0,237800,267878,89,2487240,0,1064,224,"MPP","Xeon E5450 4C 3.000GHz","Intel Core",3000,"SLES10 + SGI ProPack 5","Linux","None",4,"Xeon 5400-series ""Harpertown""","SGI ICE 8200EX","SGI Altix","Infiniband","Infiniband","Western Europe","Europe"
"44",2012-11-01,185,-4.225,44,402,"Geoscience (P)","Hewlett-Packard","","Cluster Platform SL390s G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet, NVIDIA 2090","United States",114.531994,4032,40320,461793,1141459,NA,40,44,"","Cluster Platform SL390s G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet, NVIDIA 2090","Geoscience (P)","Hewlett-Packard","United States",2012,"Industry",40320,23040,461793,1141459,40,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL390s G7","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"361",2012-11-01,186,-4.225,361,132,"University of Oklahoma","Dell","Boomer","Dell R620/R720, Xeon E5-2650 8C 2.000GHz, Infiniband QDR, NVIDIA 2070","United States",579.5066414,158.1,6400,91620,108560.64,NA,40,361,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Banking (M)","IBM","United States",2012,"Industry",16224,0,91423,164187,56,0,0,492,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"440",2012-11-01,187,-4.233,440,123,"DOE/SC/Argonne National Laboratory","Appro International","Blues","Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",631.3271605,129.6,5184,81820,107827,289,35,153,"","BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","Defense","IBM","United States",2010,"Industry",9648,0,81664,109215,75,0,0,380,215,"Cluster","Xeon E54440 4C 2.830GHz","Intel Core",2830,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","BladeCenter HS21 Cluster","IBM BladeCenter","Infiniband","Infiniband","North America","Americas"
"86",2012-11-01,188,-4.239,86,364,"Government","Cray Inc.","","Cray XE6 12-core 2.2 GHz","United States",171.173363,1726.32,45504,295500,400435,60,36,21,"","Cray XE6 12-core 2.2 GHz","Government","Cray Inc.","United States",2010,"Classified",45504,0,295500,400435,74,0,0,NA,NA,"MPP","Opteron 6174 12C 2.200GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Custom Interconnect","Custom Interconnect","North America","Americas"
"302",2012-11-01,189,-4.241,302,139,"University of Tokyo/Human Genome Center, IMS","Hitachi","","HA8000-tc/HT225, Opteron 6276 16C 2.300GHz, Infiniband QDR","Japan",499.4186426,201.4342105,16128,100600,148378,184,36,73,"Edge","Appro GreenBlade Cluster, Xeon X5660 6C 2.80 GHz, Infiniband QDR, NVIDIA 2050","Lawrence Livermore National Laboratory","Appro International","United States",2010,"Research",8240,5768,100500,239866,42,1414656,0,NA,NA,"Cluster","Xeon X5660 6C 2.800GHz","Intel Nehalem",2800,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","Appro GreenBlade Cluster","Appro Cluster","Infiniband","Infiniband QDR","North America","Americas"
"107",2012-11-01,190,-4.249,107,262,"IT Services Provider","Hewlett-Packard","","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",210.7735507,1104,14720,232694,306176,NA,40,107,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",14720,0,232694,306176,76,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas"
"108",2012-11-01,191,-4.249,108,261,"IT Services Provider","Hewlett-Packard","","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",210.7735507,1104,14720,232694,306176,NA,40,108,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",14720,0,232694,306176,76,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas"
"89",2012-11-01,192,-4.25,89,360,"Forschungszentrum Juelich (FZJ)","Bull SA","JUROPA","Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation","Germany",177.4047773,1549,26304,274800,308282.88,63,33,10,"JUROPA","Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation","Forschungszentrum Juelich (FZJ)","Bull SA","Germany",2009,"Research",26304,0,274800,308283,89,0,0,1549,177,"Cluster","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"SUSE Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","NovaScale R422-E2/Sun Blade 6048 system","Sun-Bull-ParTec Cluster","Infiniband","Infiniband QDR Sun M9 / Mellanox / ParTec","Western Europe","Europe"
"54",2012-11-01,193,-4.259,54,403,"DOE/National Energy Technology Laboratory","SGI","HPCEE","SGI Rackable C2112-4RP3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","United States",113.949515,3628.8,24192,413500,503194,42,33,9,"Dawn","Blue Gene/P Solution","DOE/NNSA/LLNL","IBM","United States",2009,"Research",147456,0,415700,501350,83,2958335,0,1134,367,"MPP","PowerPC 450 4C 850MHz","Power",850,"CNK/SLES 9","Mixed","None",4,"PowerPC 450","BlueGene/P","IBM BlueGene","Proprietary Network","Proprietary","North America","Americas"
"191",2012-11-01,194,-4.262,191,175,"Energy Company (A)","Hewlett-Packard","","HP ProLiant SL390s G7 Xeon 6C X5650, Infiniband","Italy",359.6491228,364.8,15360,131200,163430.4,NA,40,191,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company","Hewlett-Packard","United States",2012,"Industry",9216,0,130734,191693,68,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","10G Ethernet","North America","Americas"
"48",2012-11-01,195,-4.27,48,414,"Sandia National Laboratories / National Renewable Energy Laboratory","Sun Microsystems","Red Sky","Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband","United States",99.79902066,4343.73,42440,433500,497396,NA,40,48,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company (D)","Hewlett-Packard","United States",2012,"Industry",32256,0,457571,670925,68,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","10G Ethernet","North America","Americas"
"229",2012-11-01,196,-4.27,229,165,"Institute for Molecular Science","Fujitsu","","PRIMERGY RX300 S7, Xeon E5-2690 8C 2.900GHz, Infiniband QDR","Japan",390.8544726,299.6,5520,117100,128064,NA,40,229,"","PRIMERGY RX300 S7, Xeon E5-2690 8C 2.900GHz, Infiniband QDR","Institute for Molecular Science","Fujitsu","Japan",2012,"Research",5520,0,117100,128064,91,1539584,0,300,391,"Cluster","Xeon E5-2690 8C 2.900GHz","Intel SandyBridge",2900,"Linux","Linux","None",8,"Intel Xeon E5","PRIMERGY RX300 S7","Fujitsu Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"225",2012-11-01,197,-4.274,225,168,"IDRIS","IBM","","Blue Gene/P Solution","France",378.7619048,315,40960,119310,139264,149,31,10,"","Blue Gene/P Solution","IDRIS","IBM","France",2008,"Academic",40960,0,119310,139264,86,0,0,315,379,"MPP","PowerPC 450 4C 850MHz","Power",850,"CNK/SLES 9","Mixed","None",4,"PowerPC 450","BlueGene/P","IBM BlueGene","Proprietary Network","Proprietary","Western Europe","Europe"
"124",2012-11-01,198,-4.281,124,235,"Japan Atomic Energy Agency (JAEA)","Fujitsu","","BX900 Xeon X5570 2.93GHz , Infiniband QDR","Japan",230.3249097,831,17072,191400,200080,84,35,22,"","BX900 Xeon X5570 2.93GHz , Infiniband QDR","Japan Atomic Energy Agency (JAEA)","Fujitsu","Japan",2009,"Research",17072,0,191400,200080,96,2401344,0,831,230,"Cluster","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Fujitsu Cluster","Fujitsu Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"219",2012-11-01,199,-4.298,219,182,"Information Initiative Center, Hokkaido University","Hitachi","","Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom","Japan",342.9216018,354.6,5632,121600,168906.8,146,38,95,"","Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom","Information Initiative Center, Hokkaido University","Hitachi","Japan",2011,"Academic",5632,0,121600,168907,72,1400000,0,355,343,"Cluster","POWER7 8C 3.836GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Hitachi SR16000 Model M1","Hitachi SR16000","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia"
"112",2012-11-01,200,-4.302,112,299,"Energy Company","Hewlett-Packard","","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","United States",189.140625,1152,15360,217890,319488,NA,40,112,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company","Hewlett-Packard","United States",2012,"Industry",15360,0,217890,319488,68,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","10G Ethernet","North America","Americas"
"367",2012-11-01,201,-4.302,367,145,"Government","National Research Center of Parallel Computer Engineering & Technology","","Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 3.06 GHz, Infiniband QDR","China",455.3884712,199.5,8400,90850,102816,NA,40,367,"","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16704,0,90570,177731,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"105",2012-11-01,202,-4.305,105,363,"KTH - Royal Institute of Technology","Cray Inc.","Lindgren","Cray XE6, Opteron 12 Core 2.10 GHz, Custom","Sweden",171.8751242,1380.07173,36384,237200,305625.6,76,37,31,"Lindgren","Cray XE6, Opteron 12 Core 2.10 GHz, Custom","KTH - Royal Institute of Technology","Cray Inc.","Sweden",2011,"Academic",36384,0,237200,305626,78,0,0,NA,NA,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Custom Interconnect","Custom Interconnect","Northern Europe","Europe"
"150",2012-11-01,203,-4.309,150,225,"Lawrence Livermore National Laboratory","Dell","Sierra","Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR","United States",241.9659187,688.94,21756,166700,243667,105,36,40,"Sierra","Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR","Lawrence Livermore National Laboratory","Dell","United States",2010,"Research",21756,0,166700,243667,68,1973166,0,NA,NA,"Cluster","Xeon X5660 6C 2.800GHz","Intel Nehalem",2800,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Dell Xanadu 3 Cluster","Dell Xanadu","Infiniband","Infiniband QDR","North America","Americas"
